file,source_family,column,row_count,blank_count,blank_pct,non_empty_count
cod_population_admin1.csv,COD-PS,ADM2_NAME,91471,91471,100.0,0
cod_population_admin1.csv,COD-PS,ADM3_PCODE,91471,91471,100.0,0
cod_population_admin1.csv,COD-PS,ADM3_NAME,91471,91471,100.0,0
cod_population_admin1.csv,COD-PS,ADM4_PCODE,91471,91471,100.0,0
cod_population_admin1.csv,COD-PS,ADM4_NAME,91471,91471,100.0,0
cod_population_admin1.csv,COD-PS,Population_group,91471,0,0.0,91471
cod_population_admin1.csv,COD-PS,Gender,91471,0,0.0,91471
cod_population_admin1.csv,COD-PS,Age_range,91471,0,0.0,91471
cod_population_admin1.csv,COD-PS,Age_min,91471,5510,6.0238,85961
cod_population_admin1.csv,COD-PS,Age_max,91471,10417,11.3883,81054
cod_population_admin1.csv,COD-PS,Population,91471,0,0.0,91471
cod_population_admin1.csv,COD-PS,Reference_year,91471,0,0.0,91471
cod_population_admin1.csv,COD-PS,Source,91471,0,0.0,91471
cod_population_admin1.csv,COD-PS,Contributor,91471,0,0.0,91471
cod_population_admin2.csv,COD-PS,ISO3,1001583,0,0.0,1001583
cod_population_admin2.csv,COD-PS,Country,1001583,0,0.0,1001583
cod_population_admin2.csv,COD-PS,ADM1_PCODE,1001583,0,0.0,1001583
cod_population_admin2.csv,COD-PS,ADM1_NAME,1001583,0,0.0,1001583
cod_population_admin2.csv,COD-PS,ADM2_PCODE,1001583,1566,0.1564,1000017
cod_population_admin2.csv,COD-PS,ADM2_NAME,1001583,108,0.0108,1001475
cod_population_admin2.csv,COD-PS,ADM3_PCODE,1001583,1001583,100.0,0
cod_population_admin2.csv,COD-PS,ADM3_NAME,1001583,1001583,100.0,0
cod_population_admin2.csv,COD-PS,ADM4_PCODE,1001583,1001583,100.0,0
cod_population_admin2.csv,COD-PS,ADM4_NAME,1001583,1001583,100.0,0
cod_population_admin2.csv,COD-PS,Population_group,1001583,0,0.0,1001583
cod_population_admin2.csv,COD-PS,Gender,1001583,0,0.0,1001583
cod_population_admin2.csv,COD-PS,Age_range,1001583,0,0.0,1001583
cod_population_admin2.csv,COD-PS,Age_min,1001583,56419,5.633,945164
cod_population_admin2.csv,COD-PS,Age_max,1001583,106747,10.6578,894836
cod_population_admin2.csv,COD-PS,Population,1001583,0,0.0,1001583
cod_population_admin2.csv,COD-PS,Reference_year,1001583,0,0.0,1001583
cod_population_admin2.csv,COD-PS,Source,1001583,0,0.0,1001583
cod_population_admin2.csv,COD-PS,Contributor,1001583,0,0.0,1001583
cod_population_admin3.csv,COD-PS,ISO3,241962,0,0.0,241962
cod_population_admin3.csv,COD-PS,Country,241962,0,0.0,241962
cod_population_admin3.csv,COD-PS,ADM1_PCODE,241962,0,0.0,241962
cod_population_admin3.csv,COD-PS,ADM1_NAME,241962,0,0.0,241962
cod_population_admin3.csv,COD-PS,ADM2_PCODE,241962,0,0.0,241962
cod_population_admin3.csv,COD-PS,ADM2_NAME,241962,0,0.0,241962
cod_population_admin3.csv,COD-PS,ADM3_PCODE,241962,0,0.0,241962
cod_population_admin3.csv,COD-PS,ADM3_NAME,241962,0,0.0,241962
cod_population_admin3.csv,COD-PS,ADM4_PCODE,241962,241962,100.0,0
cod_population_admin3.csv,COD-PS,ADM4_NAME,241962,241962,100.0,0
cod_population_admin3.csv,COD-PS,Population_group,241962,0,0.0,241962
cod_population_admin3.csv,COD-PS,Gender,241962,0,0.0,241962
cod_population_admin3.csv,COD-PS,Age_range,241962,0,0.0,241962
cod_population_admin3.csv,COD-PS,Age_min,241962,20777,8.5869,221185
cod_population_admin3.csv,COD-PS,Age_max,241962,34018,14.0592,207944
cod_population_admin3.csv,COD-PS,Population,241962,0,0.0,241962
cod_population_admin3.csv,COD-PS,Reference_year,241962,0,0.0,241962
cod_population_admin3.csv,COD-PS,Source,241962,0,0.0,241962
cod_population_admin3.csv,COD-PS,Contributor,241962,0,0.0,241962
cod_population_admin4.csv,COD-PS,ISO3,17465,0,0.0,17465
cod_population_admin4.csv,COD-PS,Country,17465,0,0.0,17465
cod_population_admin4.csv,COD-PS,ADM1_PCODE,17465,0,0.0,17465
cod_population_admin4.csv,COD-PS,ADM1_NAME,17465,0,0.0,17465
