Country,AllocationYear,AllocationSourceName,OrganizationType,ProjectDuration (Months),Budget,Projectsector,Total People,CIRV - Prev,CIVR - Inc
Iraq,2019,Standard,International NGO,6 ,952478.89,"[""Education"", ""Protection""]",7920,"49,1","0,17"
Iraq,2019,Standard,International NGO,11,800000.0,"[""Protection""]",18752,"57,9","0,37"
Iraq,2019,Standard,International NGO,12,1500000.0,"[""Protection""]",132200,"49,1","0,17"
Iraq,2019,Standard,International NGO,8 ,399994.53,"[""Protection""]",8909,"57,9","0,37"
Iraq,2019,Standard,International NGO,12,1099999.3,"[""Education"", ""Protection""]",19301,"49,1","0,17"
Iraq,2019,Standard,International NGO,11,699999.35,"[""Protection""]",11638,"49,1","0,17"
Iraq,2019,Standard,International NGO,12,253889.6,"[""Camp Coordination""]",1500,"49,1","0,17"
Iraq,2019,Standard,International NGO,9 ,220002.91,"[""Camp Coordination""]",5558,"49,1","0,17"
Iraq,2019,Standard,International NGO,9 ,749903.66,"[""Protection""]",9219,"57,9","0,37"
Iraq,2019,Standard,International NGO,8 ,900094.06,"[""Education""]",13870,"49,1","0,17"
Iraq,2019,Standard,International NGO,8 ,1249799.85,"[""Early Recovery""]",1200,"57,9","0,37"
Iraq,2019,Standard,International NGO,11,700000.0,"[""Protection""]",17625,"57,9","0,37"
Iraq,2019,Standard,UN Agency,10,1250000.04,"[""Early Recovery""]",1350,"57,9","0,37"
Iraq,2019,Standard,International NGO,10,984481.38,"[""Early Recovery""]",8352,"49,1","0,17"
Iraq,2019,Standard,UN Agency,6 ,475000.39,"[""Health""]",36120,"49,1","0,17"
Iraq,2019,Standard,UN Agency,6 ,199999.92,"[""Camp Coordination""]",17336,"49,1","0,17"
Iraq,2019,Standard,UN Agency,3 ,137000.01,"[""Emergency Telecommunications""]",1,"49,1","0,17"
Iraq,2019,Standard,International NGO,8 ,900000.54,"[""Protection""]",51008,"49,1","0,17"
Iraq,2019,Standard,International NGO,12,1999799.59,"[""Early Recovery"", ""Food Security""]",16419,"49,1","0,17"
Iraq,2019,Standard,UN Agency,6 ,500118.0,"[""Health"", ""Nutrition""]",126719,"49,1","0,17"
Iraq,2019,Standard,International NGO,8 ,2749444.59,"[""Water, Sanitation and Hygiene (WASH)""]",153844,"49,1","0,17"
Iraq,2019,Reserve,UN Agency,23,8461001.4,"[""Emergency Shelter and Non-Food Items""]",27632,"57,9","0,37"
Iraq,2019,Reserve,International NGO,20,589604.64,"[""Emergency Shelter and Non-Food Items""]",53918,"57,9","0,37"
Iraq,2019,Reserve,International NGO,12,338000.0,"[""Logistics""]",183,"49,1","0,17"
Iraq,2019,Standard,International NGO,17,740833.24,"[""Logistics""]",1000,"49,1","0,17"
Iraq,2019,Standard,International NGO,11,3201996.74,"[""Water, Sanitation and Hygiene (WASH)""]",74166,"49,1","0,17"
Iraq,2019,Standard,International NGO,21,1366567.88,"[""Emergency Shelter and Non-Food Items""]",14358,"49,1","0,17"
Iraq,2019,Standard,International NGO,15,916456.54,"[""Food Security"", ""Protection""]",8514,"49,1","0,17"
Iraq,2019,Standard,International NGO,11,749997.88,"[""Protection""]",18751,"49,1","0,17"
Iraq,2019,Standard,International NGO,11,1225990.09,"[""Protection""]",16269,"49,1","0,17"
Iraq,2019,Standard,International NGO,19,1000000.0,"[""Camp Coordination""]",201680,"49,1","0,17"
Iraq,2019,Standard,International NGO,12,748936.59,"[""Education""]",12771,"49,1","0,17"
Iraq,2019,Standard,International NGO,12,399999.65,"[""Protection""]",1805,"49,1","0,17"
Iraq,2019,Standard,National NGO,19,3195364.43,"[""Health""]",293492,"49,1","0,17"
Iraq,2019,Standard,International NGO,10,599465.0,"[""Protection""]",18445,"49,1","0,17"
Iraq,2019,Standard,International NGO,12,2499999.64,"[""Early Recovery""]",13855,"49,1","0,17"
Iraq,2019,Standard,International NGO,13,520200.0,"[""Protection""]",7198,"49,1","0,17"
Iraq,2019,Standard,International NGO,17,779000.0,"[""Health""]",58007,"49,1","0,17"
Iraq,2019,Standard,International NGO,12,749990.22,"[""Education""]",14590,"49,1","0,17"
Iraq,2019,Standard,International NGO,11,975448.96,"[""Protection""]",9397,"49,1","0,17"
Iraq,2019,Standard,UN Agency,21,1379641.18,"[""Other""]",100000,"49,1","0,17"
Iraq,2019,Standard,International NGO,22,1281975.77,"[""Emergency Shelter and Non-Food Items""]",15266,"49,1","0,17"
Iraq,2019,Standard,International NGO,24,2733698.97,"[""Emergency Shelter and Non-Food Items""]",26616,"49,1","0,17"
Iraq,2019,Standard,International NGO,13,1194973.93,"[""Protection""]",15900,"49,1","0,17"
Iraq,2019,Standard,International NGO,18,350000.0,"[""Protection""]",8750,"49,1","0,17"
Iraq,2019,Standard,UN Agency,11,433000.54,"[""Emergency Shelter and Non-Food Items""]",6000,"49,1","0,17"
Iraq,2019,Standard,International NGO,12,998632.61,"[""Education""]",19826,"49,1","0,17"
Iraq,2019,Standard,International NGO,18,492093.43,"[""Food Security""]",8400,"49,1","0,17"
Iraq,2019,Standard,National NGO,13,614812.58,"[""Early Recovery""]",518,"49,1","0,17"
Iraq,2019,Standard,International NGO,13,410073.87,"[""Camp Coordination""]",63360,"49,1","0,17"
Iraq,2019,Standard,International NGO,11,1500000.54,"[""Early Recovery""]",15288,"49,1","0,17"
Iraq,2019,Standard,International NGO,11,220631.18,"[""Early Recovery""]",190,"49,1","0,17"
Iraq,2019,Standard,International NGO,14,2000000.0,"[""Water, Sanitation and Hygiene (WASH)""]",165326,"49,1","0,17"
Iraq,2019,Standard,International NGO,12,347845.05,"[""Education""]",14350,"49,1","0,17"
Iraq,2019,Standard,International NGO,17,2941137.15,"[""Health""]",174433,"49,1","0,17"
Jordan,2019,Reserve,UN Agency,12,95444.86,"[""Emergency Shelter and Non-Food Items""]",156,"36,3","0,33"
Jordan,2019,Standard,International NGO,17,385953.89,"[""Protection""]",7105,"36,3","0,33"
Jordan,2019,Standard,International NGO,16,300000.0,"[""Health""]",1538,"36,3","0,33"
Jordan,2019,Standard,International NGO,13,329601.0,"[""Water, Sanitation and Hygiene (WASH)""]",644,"36,3","0,33"
Jordan,2019,Standard,National NGO,5 ,249994.27,"[""Health""]",231,"36,3","0,33"
Jordan,2019,Standard,National NGO,14,299991.52,"[""Protection""]",3847,"36,3","0,33"
Jordan,2019,Standard,International NGO,9 ,304338.82,"[""Emergency Shelter and Non-Food Items""]",1800,"36,3","0,33"
Jordan,2019,Standard,International NGO,17,299956.42,"[""Health"", ""Protection""]",1243,"36,3","0,33"
Jordan,2019,Standard,International NGO,16,241822.14,"[""Protection""]",1510,"36,3","0,33"
Jordan,2019,Standard,International NGO,6 ,299959.8,"[""Food Security"", ""Health""]",681,"36,3","0,33"
Jordan,2019,Standard,National NGO,12,250000.0,"[""Protection""]",4341,"36,3","0,33"
Jordan,2019,Standard,National NGO,11,198109.39,"[""Health""]",943,"36,3","0,33"
